sentence,label
"An online application provided by ProBioMetrics (version 1.0, UK) was used to determine the CVT.",1
CAN is indicated by a CVT value below 3.18 on a linear vagal scale where 0 represents full blockage of the parasympathetic acetylcholine neurotransmitter [34].,1
The primary outcome measures were the changes in gastrointestinal symptoms assessed using the GCSI and the GSRS in both study periods.,1
"Secondary outcomes were gastrointestinal symptom scores adjusted for covariates, symptom category sub-scores, gastrointestinal segmental transit times, CAN score and CVT.",1
"The gastrointestinal transit times were only assessed before and after study period 2, while all other outcomes were evaluated before and after each study period.",1
"For each treatment group, 60 participants were required to detect a 30% difference in gastrointestinal symptoms measured by the GCSI in each study period.",1
"The trial was adequately powered according to the severity of symptoms seen in the clinic, as reported previously [22].",1
Participants who received at least one dose of tVNS or sham stimulation were included in the intention-to-treat analyses of the primary outcomes and adverse events.,1
"When analysing the secondary outcomes, participants who completed the study period for the specific outcome were included in per-protocol analyses.",1
Data were collected and handled using the electronic data management tool REDCap (https://www.project-redcap.org/).,1
Missing data were not imputed.,1
"Baseline data are reported as means ± SD for normally distributed data, medians and IQRs for non-normally distributed data, or counts with frequencies.",1
Compliance percentages were determined by comparing the number of registered stimulations to the total number of possible stimulations in each study period.,1
"Compliance percentages for day 1 in study period 1 were excluded because of inconsistent registration in the stimulation diary, as either first or second stimulation of the day.",1
Primary and secondary outcomes were analysed as the change from the study period baseline in both study periods.,1
These baseline-corrected values were compared between treatment groups using non-paired t tests for normally distributed data and Wilcoxon rank-sum tests for non-normally distributed data.,1
"As a secondary outcome, multivariate linear regression analyses were used to investigate the symptom scores after each study period adjusted for the baseline symptom scores between treatment groups.",1
"The regression analyses were further adjusted for demographic characteristics, including sex, age, type and duration of diabetes and inclusion site.",1
"The model was further adjusted for compliance, baseline CAN score, CVT and gastric emptying time.",1
The multivariate regression model was then used in a sensitivity analysis to compare participants who received active tVNS with compliance above 80% to those who received sham stimulation.,1
"Participants with a gastrointestinal symptom reduction of at least 30% in one or both questionnaires were considered responders, and were compared using a binary regression model between treatment groups.",1
Participants exhibiting baseline symptoms beyond ‘mild symptoms’ in the GCSI or the GSRS were compared in between-group comparisons using non-paired t tests.,1
Adverse events were also evaluated between groups using a binary regression model.,1
Gastrointestinal transit times that changed from pathological to normal and vice versa were compared using a non-parametric _2 test.,1
"Statistical analyses were performed using Stata version 17.0 (StataCorp, USA).",1
"Between June 2020 and April 2022, 131 participants receiving at least one dose of tVNS were included in the intention-to-treat analyses (Fig. 1).",1
Four of the 63 participants in the active group (6.3%) discontinued the trial before the final visit in study period 2.,1
